,0,1
Donnel Hill,[],"[""Night's Watch""]"
File:Jaime captured.png,[],[]
David Sheehan,[],[]
Fighting pit,[],[]
Narrow Sea,[],[]
Protector of the Realm,[],[]
Theo Morton,[],[]
wikipedia:Droit_du_seigneur,[],[]
Game of Thrones musical themes and motifs#Dragon flight motif,[],[]
King's Landing boaster,[],[]
Gordo,[],"[""Night's Watch""]"
Visenya Targaryen,['House Targaryen'],[]
Karlon Stark,"['House Stark', 'House Karstark']",[]
it:La corona d'oro,[],[]
Jamie Sives,[],[]
File:Waifs_face_no_one_ep.jpg,[],[]
Harys Swyft,['House Swyft'],['House Lannister']
File:704 Battle of Tumbleton Promo.jpg,[],[]
Mother's Mercy,[],[]
Forzho,[],[]
File:Jon and Ygritte kissing.jpg,[],[]
Ben Fox,[],[]
ro:Ploile din Castamere (melodie),[],[]
File:Home 08.jpg,[],[]
Qartheen woman,[],[]
File:Got_Cersei_and_Jaime_Eastwatch.jpg,[],[]
Summer,[],['Bran Stark']
Wikipedia:Coming Home (1978 film),[],[]
House Casterly,[],[]
Siege of Riverrun,[],[]
Phil Barnhill,[],[]
Vayon Poole,['House Poole'],['House Stark']
Norbert Kovács,[],[]
Daemon Sand,[],"['House Allyrion', 'House Martell']"
File:S04E10 - Burial of Ygritte.png,[],[]
Jamie Edgell,[],[]
File:704 Battle of Tumbleton 12.png,[],[]
Runestone,[],[]
Rhaegar Targaryen,['House Targaryen'],[]
Image:Theon and Osha.jpg,[],[]
Mole's Town,[],[]
Peter Olivant,[],[]
ro:Dreptatea reginei,[],[]
Daniel Rabin,[],[]
Thrall,[],[]
David Petrarca,[],[]
Marriage,[],[]
Eyrie guard,[],['House Arryn']
Food and drink,[],[]
de:Lord Schnee (Episode),[],[]
File:5x02-02.jpg,[],[]
Wikipedia:Wars of the Roses,[],[]
File:Jaime & Cersei 1x03.png,[],[]
Arya Stark,['House Stark'],['Faceless Men']
Craster's last son,[],[]
Andals,[],[]
File:Hound_Brotherhood_Trial_S3E4.jpg,[],[]
it:Un cavaliere dei Sette Regni,[],[]
Faith of the Seven,[],[]
Sophie Turner,[],[]
Michael Hough,[],[]
Susan Christie,[],[]
Category:Episodes released in 2013,[],[]
Sam Coleman,[],[]
Wikipedia:Kitbashing,[],[]
Matt Hermiston,[],[]
File:YgritteSeason5.png,[],[]
Sarah MacKeever,[],[]
Kieran Cunningham,[],[]
House Baratheon of King's Landing,[],[]
Daario Naharis#In the books,[],[]
Lancel Lannister#In the books,[],[]
Ray,[],['Faith of the Seven']
Melanie Liburd,[],[]
weirwood,[],[]
Sophie Reid,[],[]
Image:The Twins Title Sequence.jpg,[],[]
fr:Les Veilleurs au rempart,[],[]
Category:Episodes directed by David Benioff,[],[]
House Lannister (short),[],[]
Khaleesi,[],[]
Dan Euston,[],[]
Samuel Paul Small,[],[]
Brusco,[],[]
Lorcan Strain,[],[]
Category:Episodes released in 2011,[],[]
Image:Bronn defeats Vardis.jpg,[],[]
Paramour,[],[]
Brian Fortune,[],[]
Godswood,[],[]
George R.R. Martin,[],[]
Joby,[],"[""Night's Watch""]"
ro:Foc și sânge,[],[]
Orson Lannister,['House Lannister'],[]
Ash,[],['Great Masters']
Oberyn Martell,['House Martell'],"['House Yronwood', 'Order of Maesters', 'Second Sons', ""House Baratheon of King's Landing"", 'Small Council']"
de:Mhysa (Episode),[],[]
House Lefford,[],[]
Alik Sakharov,[],[]
Ollie Kram,[],[]
File:Olenna Daenerys.png,[],[]
Rose Leslie,[],[]
ja:シーズン4第1話「二本の剣」,[],[]
Second Sons,[],['House Targaryen']
Hugh,[],['House Arryn']
Barrowton,[],[]
Dominic Carter,[],[]
House Blackfyre,[],[]
pl:Ciemne krainy,[],[]
Tortured slave,[],['Good Masters']
Bernadette,[],['House Lannister']
Sam Parham,[],[]
de:Der Geist von Harrenhal (Episode),[],[]
